CO_CURSO,NO_CURSO
1368916,ENGENHARIA CIVIL
1368917,ENGENHARIA DE PRODUCAO
1385079,DIREITO
1385080,DIREITO
1416600,PEDAGOGIA
1416601,CIENCIAS ECONOMICAS
1417706,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1427557,EDUCACAO FISICA
1442967,ADMINISTRACAO
1442970,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1442971,CIENCIAS CONTABEIS
1442972,COMERCIO EXTERIOR
1442973,EDUCACAO FISICA
1442975,GESTAO COMERCIAL
1442976,GESTAO DA QUALIDADE
1442977,GESTAO DE RECURSOS HUMANOS
1442978,GESTAO FINANCEIRA
1442979,LOGISTICA
1442980,MARKETING
1442982,PROCESSOS GERENCIAIS
1443310,CIENCIAS ECONOMICAS
1443325,FOTOGRAFIA
1443326,PRODUCAO AUDIOVISUAL
1443879,ESTETICA E COSMETICA
1443881,ESTETICA E COSMETICA
1443885,ENGENHARIA CIVIL
1443886,ENGENHARIA DE PRODUCAO
16204,ADMINISTRACAO
16205,CIENCIAS ECONOMICAS
16206,CIENCIAS CONTABEIS
53692,FILOSOFIA
54928,ADMINISTRACAO
75374,DIREITO
75376,ENGENHARIA DE PRODUCAO
88687,NEGOCIOS INTERNACIONAIS
88689,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
88697,LETRAS   PORTUGUES E INGLES
88703,LOGISTICA
88705,GESTAO DE RECURSOS HUMANOS
96885,DESIGN
96887,SISTEMAS PARA INTERNET
96901,ENGENHARIA AMBIENTAL E SANITARIA
96903,GESTAO FINANCEIRA
96905,MARKETING
106940,ENGENHARIA MECANICA
110298,PSICOLOGIA
114578,REDES DE COMPUTADORES
117330,PEDAGOGIA
1190140,FILOSOFIA
1190191,PRODUCAO MULTIMIDIA
1190192,GESTAO COMERCIAL
1330687,CIENCIAS CONTABEIS
1382818,ARQUITETURA E URBANISMO
1427682,ENGENHARIA CIVIL
5000871,DIREITO
16210,ADMINISTRACAO
16214,PEDAGOGIA
16218,SERVICO SOCIAL
48525,CIENCIAS CONTABEIS
50145,EDUCACAO FISICA
350145,EDUCACAO FISICA
1180321,GESTAO DE RECURSOS HUMANOS
16236,MEDICINA
59792,BIOMEDICINA
59794,NUTRICAO
97221,FONOAUDIOLOGIA
107856,PSICOLOGIA
116586,FISIOTERAPIA
116588,ENFERMAGEM
122450,FARMACIA
1126732,GASTRONOMIA
1129022,TOXICOLOGIA ANALITICA
1166723,BIOMEDICINA
1265466,ALIMENTOS
1265544,INFORMATICA BIOMEDICA
1265545,GESTAO EM SAUDE
1265553,FISICA MEDICA
1321484,QUIMICA MEDICINAL
16238,ADMINISTRACAO
16240,CIENCIAS CONTABEIS
16242,TURISMO
16244,DIREITO
16247,LETRAS   LINGUA PORTUGUESA
16248,CIENCIAS BIOLOGICAS
16250,ENGENHARIA CIVIL
18570,FISIOTERAPIA
18675,ODONTOLOGIA
18677,FONOAUDIOLOGIA
18679,ARQUITETURA E URBANISMO
18680,ENGENHARIA DE COMPUTACAO
20566,HISTORIA
22047,SISTEMAS DE INFORMACAO
22514,LETRAS   PORTUGUES E INGLES
24108,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
35923,PSICOLOGIA
41598,JORNALISMO
41800,FARMACIA
42019,PEDAGOGIA
50901,ADMINISTRACAO
50905,CIENCIAS CONTABEIS
64400,MARKETING
64408,GESTAO FINANCEIRA
69874,ENFERMAGEM
71055,MARKETING
75603,EDUCACAO FISICA
75604,EDUCACAO FISICA
75606,NUTRICAO
75608,SERVICO SOCIAL
84944,DIREITO
91219,MEDICINA
97936,GESTAO PUBLICA
97976,GASTRONOMIA
98090,ENFERMAGEM
98092,FISIOTERAPIA
112012,PETROLEO E GAS
115912,DESIGN GRAFICO
115916,RELACÕES INTERNACIONAIS
115928,SEGURANCA NO TRABALHO
115939,ENGENHARIA CIVIL
115942,NUTRICAO
115944,SEGURANCA NO TRABALHO
116124,GESTAO DE RECURSOS HUMANOS
116134,GESTAO DE RECURSOS HUMANOS
116136,ESTETICA E COSMETICA
1116945,ENGENHARIA AMBIENTAL E SANITARIA
1116946,ENGENHARIA DE PETROLEO E GAS
1116947,DESIGN DE INTERIORES
1117510,GESTAO COMERCIAL
1137093,ENGENHARIA DE PRODUCAO
1137423,ARQUITETURA E URBANISMO
1149948,MARKETING
1149949,ADMINISTRACAO
1149950,CIENCIAS CONTABEIS
1149951,GESTAO DE RECURSOS HUMANOS
1151649,PSICOLOGIA
1152746,SERVICO SOCIAL
1170432,SERVICO SOCIAL
1170433,PEDAGOGIA
1180806,GESTAO COMERCIAL
1185411,CIENCIAS BIOLOGICAS
1204189,BIOMEDICINA
1204549,ENGENHARIA ELETRICA
1204715,ENGENHARIA MECANICA
1204810,ENGENHARIA DE PRODUCAO
1205455,NEGOCIOS IMOBILIARIOS
1205462,LOGISTICA
1205467,GESTAO PUBLICA
1205469,PROCESSOS GERENCIAIS
1260727,ENGENHARIA MECANICA
1278869,RADIOLOGIA
1278875,MEDICINA VETERINARIA
1279328,CIENCIAS CONTABEIS
1286319,ENGENHARIA QUIMICA
1292705,GESTAO COMERCIAL
1295073,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1305008,DESIGN DE INTERIORES
1315442,GESTAO DA TECNOLOGIA DA INFORMACAO
1315444,CIENCIAS DA COMPUTACAO
1315446,REDES DE COMPUTADORES
1315447,COMERCIO EXTERIOR
1315448,PRODUCAO AUDIOVISUAL
1321468,ADMINISTRACAO
1321513,CIENCIAS CONTABEIS
1321625,ADMINISTRACAO
1321626,GESTAO DE RECURSOS HUMANOS
1323254,JOGOS DIGITAIS
1323782,ENGENHARIA ELETRICA
1323783,EDUCACAO FISICA
1323784,FARMACIA
1327395,LETRAS
1330213,GESTAO FINANCEIRA
1349291,DESIGN DE MODA
1349292,FOTOGRAFIA
1349779,EDUCACAO FISICA
1349780,ENFERMAGEM
1363728,ENFERMAGEM
1363914,GESTAO AMBIENTAL
1363915,GESTAO HOSPITALAR
1364552,BIOMEDICINA
1396209,GASTRONOMIA
1398138,FISIOTERAPIA
1399008,NUTRICAO
1399010,HISTORIA
1399077,DESIGN DE MODA
1399534,PEDAGOGIA
1399535,SERVICO SOCIAL
1405015,ENGENHARIA CIVIL
1405116,GASTRONOMIA
1430609,GESTAO DA TECNOLOGIA DA INFORMACAO
1448635,MARKETING
1453374,ENGENHARIA DE PRODUCAO
1458480,COMERCIO EXTERIOR
1458481,MATEMATICA
1458482,MATEMATICA
1458552,GESTAO DA QUALIDADE
16264,LETRAS
16265,PEDAGOGIA
16266,HISTORIA
16267,GEOGRAFIA
16268,MATEMATICA
16269,CIENCIAS BIOLOGICAS
16270,LETRAS   PORTUGUES E INGLES
16271,PEDAGOGIA
16272,MATEMATICA
16273,LETRAS   PORTUGUES E INGLES
16274,LETRAS
16275,CIENCIAS BIOLOGICAS
16276,CIENCIAS BIOLOGICAS
16280,DIREITO
16281,CIENCIAS CONTABEIS
17052,ADMINISTRACAO
17053,CIENCIAS CONTABEIS
17056,LETRAS
43037,MATEMATICA
43044,CIENCIA DA COMPUTACAO
44461,ADMINISTRACAO
48299,ADMINISTRACAO
48302,DIREITO
51558,ENFERMAGEM
51609,AGRONOMIA
51613,AGRONOMIA
51618,CIENCIAS ECONOMICAS
51622,ENGENHARIA DE PRODUCAO AGROINDUSTRIAL
51628,ARQUITETURA E URBANISMO
51638,AGRONOMIA
51648,ENGENHARIA FLORESTAL
58506,CIENCIAS BIOLOGICAS
58508,ADMINISTRACAO
58512,TURISMO
59659,COMPUTACAO
68063,ZOOTECNIA
68065,COMPUTACAO
68114,CIENCIAS CONTABEIS
71115,EDUCACAO FISICA
80916,COMPUTACAO
80922,PEDAGOGIA
90004,ENFERMAGEM
96412,JORNALISMO
96415,EDUCACAO FISICA
96497,AGRONOMIA
96633,ENGENHARIA CIVIL
105575,ENFERMAGEM
113529,ENGENHARIA DE ALIMENTOS
113555,CIENCIAS CONTABEIS
113559,AGRONOMIA
1177442,ADMINISTRACAO PUBLICA
1185732,GEOGRAFIA
1185902,ADMINISTRACAO
1188463,ENGENHARIA ELETRICA
1188849,MEDICINA
1189857,ENGENHARIA CIVIL
1204320,HISTORIA
1204322,MATEMATICA
1204323,QUIMICA
1265319,DIREITO
1265365,DIREITO
1265414,DIREITO
1268136,ENGENHARIA CIVIL
1269752,PEDAGOGIA
1269969,CIENCIA DA COMPUTACAO
1269970,CIENCIA DA COMPUTACAO
1269977,LICENCIATURA INTERCULTURAL INDIGENA
1310955,SISTEMAS DE INFORMACAO
1379589,DIREITO
1379590,PEDAGOGIA
1382817,CIENCIAS BIOLOGICAS
1385357,LETRAS   ESPANHOL
1385360,LETRAS   INGLES
1385361,PEDAGOGIA
1402991,CIENCIAS CONTABEIS
1403006,HISTORIA
1404187,PEDAGOGIA
1404228,CIENCIAS CONTABEIS
1404229,ARTES VISUAIS
1404230,SISTEMAS DE INFORMACAO
1404231,GEOGRAFIA
1419552,JORNALISMO
1436021,CIENCIAS BIOLOGICAS
1438180,AGRONOMIA
1446759,DIREITO
1457325,TURISMO
1468981,AGRONOMIA
1472818,MATEMATICA
1473094,CIENCIA DA COMPUTACAO
1481722,LETRAS
85660,ADMINISTRACAO
1292745,PEDAGOGIA
1312987,DIREITO
1330203,MATEMATICA
16303,PEDAGOGIA
16308,EDUCACAO FISICA
16311,ADMINISTRACAO
18215,PEDAGOGIA
21278,CIENCIAS CONTABEIS
21279,CIENCIAS BIOLOGICAS
46903,SERVICO SOCIAL
81010,GESTAO FINANCEIRA
81012,GESTAO DE RECURSOS HUMANOS
81014,MARKETING
86883,ENFERMAGEM
88718,PSICOLOGIA
96387,DIREITO
102235,ADMINISTRACAO
1102295,LOGISTICA
1102296,GESTAO COMERCIAL
1166834,NUTRICAO
1190233,ENGENHARIA CIVIL
1190240,EDUCACAO FISICA
1204846,ARQUITETURA E URBANISMO
1204847,ENGENHARIA DE PRODUCAO
1288409,FARMACIA
1336667,GASTRONOMIA
1336738,FISIOTERAPIA
1349610,ODONTOLOGIA
1377583,EDUCACAO FISICA
48881,ADMINISTRACAO
55756,CIENCIAS BIOLOGICAS
1135866,GESTAO DE RECURSOS HUMANOS
1135917,MARKETING
1135920,GESTAO FINANCEIRA
1180126,DIREITO
1181100,AGRONEGOCIO
1183003,LATICINIOS
1259130,CIENCIAS CONTABEIS
5000195,FARMACIA
117648,ENFERMAGEM
16386,AGRONOMIA
16387,ENGENHARIA CIVIL
16389,CIENCIAS BIOLOGICAS
16390,ODONTOLOGIA
16391,FARMACIA
16392,PEDAGOGIA
16393,SERVICO SOCIAL
16394,HISTORIA
16395,CIENCIAS ECONOMICAS
16396,EDUCACAO FISICA
16397,ADMINISTRACAO
16398,DIREITO
16400,CIENCIAS CONTABEIS
16401,ENGENHARIA DE SOFTWARE
16402,JORNALISMO
16403,MATEMATICA
16406,ENGENHARIA DE MATERIAIS
16407,FISICA
16408,FISICA
16413,GEOGRAFIA
16414,QUIMICA
18777,TURISMO
18778,ENGENHARIA DE ALIMENTOS
46710,GEOGRAFIA
52535,ENGENHARIA DE COMPUTACAO
60414,ZOOTECNIA
60438,ENFERMAGEM
60448,CIENCIAS BIOLOGICAS
60540,HISTORIA
63886,ARTES VISUAIS
63890,MUSICA
63894,QUIMICA
85536,LETRAS   INGLES
85542,LETRAS   ESPANHOL
85544,LETRAS   FRANCES
102820,EDUCACAO FISICA
120761,EDUCACAO FISICA
120767,MATEMATICA
120769,PEDAGOGIA
120773,HISTORIA
120848,ADMINISTRACAO
121181,LETRAS   ESPANHOL
121185,GEOGRAFIA
150039,MEDICINA
1142486,ADMINISTRACAO PUBLICA
1378853,MATEMATICA
1399166,GESTAO PUBLICA
1399169,COMPUTACAO E INFORMATICA
16483,PEDAGOGIA
22519,LETRAS   INGLES
95098,FARMACIA
95125,HISTORIA
95127,QUIMICA INDUSTRIAL
1156866,BIOMEDICINA
1174589,ESTETICA
1280347,ARQUITETURA E URBANISMO
5000252,ENGENHARIA CIVIL
16499,PEDAGOGIA
16500,ADMINISTRACAO
16797,CIENCIAS CONTABEIS
20718,CIENCIAS BIOLOGICAS
21302,DIREITO
58796,PSICOLOGIA
59750,EDUCACAO FISICA
59815,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
68375,SISTEMAS DE INFORMACAO
68378,FISIOTERAPIA
68380,ENFERMAGEM
68383,FARMACIA
320718,CIENCIAS BIOLOGICAS
1178533,EDUCACAO FISICA
1193793,ARQUITETURA E URBANISMO
1284192,ESTETICA E COSMETICA
1300335,BIOMEDICINA
1303797,ODONTOLOGIA
1330615,NUTRICAO
5000016,ENGENHARIA AMBIENTAL
5000017,ENGENHARIA CIVIL
5000019,ENGENHARIA DE PRODUCAO
5000020,ENGENHARIA ELETRICA
5000021,ENGENHARIA MECANICA
5000022,ENGENHARIA QUIMICA
16508,NUTRICAO
16510,ENFERMAGEM
16511,CIENCIAS BIOLOGICAS
19036,FISIOTERAPIA
19037,TERAPIA OCUPACIONAL
19038,RADIOLOGIA
21356,FARMACIA
58316,ADMINISTRACAO
58348,ADMINISTRACAO
58354,ENFERMAGEM
58376,NUTRICAO
73125,FISIOTERAPIA
99663,PSICOLOGIA
100958,MEDICINA
112562,GASTRONOMIA
112564,BIOMEDICINA
316511,CIENCIAS BIOLOGICAS
1211311,GESTAO HOSPITALAR
1357741,PEDAGOGIA
16530,BIBLIOTECONOMIA
16534,DESIGN
22521,LETRAS   PORTUGUES E INGLES
29163,RADIO
30888,COMUNICACAO SOCIAL   JORNALISMO
36261,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
48810,ENFERMAGEM
48812,ADMINISTRACAO
52756,BIOLOGIA
57376,PEDAGOGIA
1055349,ARQUITETURA E URBANISMO
1173617,FARMACIA
1403928,ESTETICA E COSMETICA
16549,PEDAGOGIA
16551,HISTORIA
21166,MATEMATICA
21167,CIENCIAS BIOLOGICAS
31221,LETRAS   INGLES
46905,SISTEMAS DE INFORMACAO
46909,ENFERMAGEM
46911,EDUCACAO FISICA
74076,ADMINISTRACAO
74251,FISIOTERAPIA
84004,QUIMICA
84335,ANALISE E DESENVOLVIMENTO DE SISTEMAS
89515,NUTRICAO
90788,DIREITO
100134,PSICOLOGIA
114680,CIENCIAS BIOLOGICAS
119152,CIENCIAS CONTABEIS
119154,PETROLEO E GAS
123555,FARMACIA
346911,EDUCACAO FISICA
1172814,LETRAS   LINGUA PORTUGUESA
1184408,ENGENHARIA CIVIL
1321333,ENGENHARIA AMBIENTAL
1342763,ARQUITETURA E URBANISMO
1377565,GASTRONOMIA
16580,DIREITO
16581,PEDAGOGIA
69929,ADMINISTRACAO
69931,CIENCIAS CONTABEIS
16585,PEDAGOGIA
121578,PSICOLOGIA
1160278,LETRAS COM PORTUGUES E ESPANHOL
1160280,LETRAS   PORTUGUES E INGLES
16590,PEDAGOGIA
16591,CIENCIAS BIOLOGICAS
16592,LETRAS   INGLES
16593,HISTORIA
16594,GEOGRAFIA
16595,DIREITO
16596,CIENCIAS ECONOMICAS
16601,ENGENHARIA DE PRODUCAO
18948,ENFERMAGEM
24587,CONSTRUCAO CIVIL
28541,CONSTRUCAO CIVIL
30401,LETRAS   LINGUA PORTUGUESA
70624,EDUCACAO FISICA
101241,CIENCIAS SOCIAIS
112136,FISICA
401241,CIENCIAS SOCIAIS
1154848,ARTES VISUAIS
1154854,TEATRO
1155366,MATEMATICA
1159666,CIENCIAS BIOLOGICAS
1258919,ENFERMAGEM
1270734,EDUCACAO DO CAMPO   LINGUAGENS E CODIGOS
1327515,CIENCIAS ECONOMICAS
1327516,DIREITO
1327517,EDUCACAO FISICA
1327518,CIENCIAS BIOLOGICAS
1327519,LETRAS   LINGUA PORTUGUESA
1327522,CIENCIAS BIOLOGICAS
1327523,LETRAS   LINGUA PORTUGUESA
1327524,MATEMATICA
1430231,QUIMICA
5001298,ABI   CIENCIAS SOCIAIS
5001299,ABI   LETRAS
16624,CIENCIAS CONTABEIS
16625,ADMINISTRACAO
92009,DIREITO
16628,DIREITO
16629,CIENCIAS CONTABEIS
16630,ADMINISTRACAO
38283,EDUCACAO FISICA
42068,LETRAS   PORTUGUES E INGLES
50884,ODONTOLOGIA
50886,FISIOTERAPIA
50888,CIENCIA DA COMPUTACAO
50891,PEDAGOGIA
50913,JORNALISMO
57849,ENFERMAGEM
57852,MEDICINA
81054,PSICOLOGIA
98134,FARMACIA
1118130,EDUCACAO FISICA
1293060,ENGENHARIA CIVIL
1294739,SISTEMAS PARA INTERNET
16647,LETRAS   PORTUGUES
18737,ADMINISTRACAO
54762,MATEMATICA
67959,DIREITO
79351,ENFERMAGEM
1075850,GESTAO DA TECNOLOGIA DA INFORMACAO
1076010,GESTAO DO AGRONEGOCIO
1154340,CIENCIAS CONTABEIS
1160239,GESTAO AMBIENTAL
1184213,PSICOLOGIA
5000213,PEDAGOGIA
16655,PEDAGOGIA
25864,LETRAS   INGLES
91825,HISTORIA
111982,MATEMATICA
111986,CIENCIAS BIOLOGICAS
1149624,GEOGRAFIA
1213916,DIREITO
1428280,CIENCIAS CONTABEIS
16663,ADMINISTRACAO
16664,DIREITO
16671,DIREITO
16672,ADMINISTRACAO
16676,PEDAGOGIA
16677,ADMINISTRACAO
16678,LETRAS   INGLES
16680,EDUCACAO FISICA
16682,LETRAS   PORTUGUES
16683,HISTORIA
16684,GEOGRAFIA
16687,CIENCIAS CONTABEIS
16688,ADMINISTRACAO
16689,PEDAGOGIA
18546,DIREITO
18547,DIREITO
18548,DIREITO
18558,CIENCIA DA COMPUTACAO
18559,CIENCIA DA COMPUTACAO
18561,LETRAS   PORTUGUES
18562,LETRAS   PORTUGUES
18563,LETRAS   PORTUGUES
18565,LETRAS   INGLES
19016,CIENCIAS BIOLOGICAS
19082,PSICOLOGIA
19083,QUIMICA
19084,FISICA
19085,FISIOTERAPIA
19086,MEDICINA
19090,ENFERMAGEM
19091,CIENCIAS BIOLOGICAS
19142,CIENCIAS BIOLOGICAS
19146,CIENCIAS BIOLOGICAS
19152,CIENCIAS BIOLOGICAS
19191,MATEMATICA
19195,CIENCIAS BIOLOGICAS
20384,ENFERMAGEM
20385,ENGENHARIA AGRONOMICA
20387,PEDAGOGIA
20392,MATEMATICA
21093,LETRAS   ESPANHOL
42963,ODONTOLOGIA
43012,ENGENHARIA AGRONOMICA
43016,ADMINISTRACAO
43020,EDUCACAO FISICA
43061,CIENCIAS CONTABEIS
43108,CIENCIAS CONTABEIS
43222,ZOOTECNIA
43229,PEDAGOGIA
43242,PEDAGOGIA
43336,PEDAGOGIA
43463,PEDAGOGIA
43471,HISTORIA
45304,LETRAS   INGLES
46320,CIENCIAS BIOLOGICAS
54075,COMUNICACAO SOCIAL
62690,AGRONOMIA
62694,ENGENHARIA AGRONOMICA
62702,ENGENHARIA AGRONOMICA
62822,ENFERMAGEM
62824,ENGENHARIA ELETRICA
63064,ENGENHARIA CIVIL
63445,COMUNICACAO SOCIAL
63455,EDUCACAO FISICA
63459,HISTORIA
71005,CIENCIAS CONTABEIS
71011,DIREITO
71019,DIREITO
71031,BIBLIOTECONOMIA
71033,TURISMO
71035,CIENCIAS CONTABEIS
71037,MATEMATICA
71041,HISTORIA
71043,ADMINISTRACAO
71047,DIREITO
71105,LETRAS   PORTUGUES
71562,DIREITO
84880,PEDAGOGIA
85150,COMPUTACAO
85226,LETRAS   PORTUGUES
85260,PEDAGOGIA
85276,PEDAGOGIA
85332,ENFERMAGEM
85380,PEDAGOGIA
85444,GEOGRAFIA
91903,PEDAGOGIA
122166,DIREITO
122232,GEOGRAFIA
122252,GEOGRAFIA
1121507,LETRAS   ESPANHOL
1151127,ADMINISTRACAO PUBLICA
1151291,GEOGRAFIA
1151312,PEDAGOGIA
1151320,GEOGRAFIA
1151322,EDUCACAO FISICA
1151324,HISTORIA
1151425,HISTORIA
1151468,HISTORIA
1151594,HISTORIA
1151599,LETRAS   LINGUA PORTUGUESA
1153461,ADMINISTRACAO
1189699,LETRAS   PORTUGUES
1189700,ZOOTECNIA
1189708,GEOGRAFIA
1189709,FISICA
1189711,QUIMICA
1190145,CIENCIA DA COMPUTACAO
1214129,CIENCIAS SOCIAIS
1263648,CIENCIAS BIOLOGICAS
1268558,FILOSOFIA
1268562,CIENCIAS SOCIAIS
1327219,LETRAS   ESPANHOL
1327221,LETRAS   ESPANHOL
1327224,GEOGRAFIA
1327235,PEDAGOGIA
1327240,GEOGRAFIA
1327241,MATEMATICA
1327249,LETRAS   PORTUGUES
1327253,EDUCACAO FISICA
1327254,LETRAS   ESPANHOL
1327303,LETRAS   INGLES
1327306,MATEMATICA
1327307,PEDAGOGIA
1327308,BIOLOGIA
1327309,EDUCACAO FISICA
1327311,BIOLOGIA
1327312,PEDAGOGIA
1357856,PEDAGOGIA DA TERRA
1357859,AGRONOMIA
1360723,HISTORIA
1360743,MATEMATICA
1369296,JORNALISMO
5001097,PEDAGOGIA
5001098,LETRAS   INGLES
5001099,LETRAS   PORTUGUES
16705,ADMINISTRACAO
16706,CIENCIAS CONTABEIS
16707,DIREITO
17046,ENFERMAGEM
17047,CIENCIAS BIOLOGICAS
96087,COMUNICACAO SOCIAL   JORNALISMO
96088,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
105968,MEDICINA VETERINARIA
119182,SERVICO SOCIAL
122864,REDES DE COMPUTADORES
122866,GESTAO DA TECNOLOGIA DA INFORMACAO
1279550,BIOMEDICINA
1283991,FARMACIA
1321531,FISIOTERAPIA
1321534,GESTAO AMBIENTAL
1321535,NUTRICAO
1322367,RADIOLOGIA
1322549,ODONTOLOGIA
1322565,ENGENHARIA ELETRICA
1323591,EDUCACAO FISICA
1323593,ENGENHARIA CIVIL
1364551,PEDAGOGIA
1383194,DIREITO
16720,ADMINISTRACAO
16721,DIREITO
18202,CIENCIAS CONTABEIS
16724,ADMINISTRACAO
18273,SISTEMAS DE INFORMACAO
99674,GESTAO COMERCIAL
99680,GESTAO DE RECURSOS HUMANOS
102679,CIENCIAS CONTABEIS
16739,FARMACIA
16740,PROCESSAMENTO DE DADOS
16741,CIENCIA DA COMPUTACAO
18247,ADMINISTRACAO
19582,DIREITO
20096,ENGENHARIA CIVIL
20399,TURISMO
20460,FONOAUDIOLOGIA
20690,MEDICINA VETERINARIA
20721,ENGENHARIA ELETRICA
21272,PEDAGOGIA
46764,PUBLICIDADE E PROPAGANDA
68794,MARKETING
70044,GESTAO DE RECURSOS HUMANOS
71903,GERENCIAMENTO DE REDES DE COMPUTADORES
72093,PROCESSOS GERENCIAIS
72923,MULTIMIDIA
75505,COMUNICACAO E ILUSTRACAO DIGITAL
75904,EVENTOS
1076351,FISIOTERAPIA
1077132,ENFERMAGEM
1190652,NUTRICAO
1190655,SERVICO SOCIAL
1280850,ARQUITETURA E URBANISMO
1332210,EDUCACAO FISICA
1332357,ESTETICA E COSMETICA
1441096,BIOMEDICINA
31225,COMUNICACAO SOCIAL   JORNALISMO
16806,PEDAGOGIA
58022,GESTAO FINANCEIRA
58408,ANALISE E DESENVOLVIMENTO DE SISTEMAS
68205,REDES DE COMPUTADORES
99902,GESTAO DA PRODUCAO INDUSTRIAL
1100959,GESTAO DE RECURSOS HUMANOS
1161033,GESTAO DA QUALIDADE
16812,ADMINISTRACAO
16813,CIENCIAS CONTABEIS
18292,LETRAS   PORTUGUES E ESPANHOL E RESPECTIVAS LITERATURAS
48378,HISTORIA
48380,GEOGRAFIA
16817,DIREITO
16819,PEDAGOGIA
16824,PSICOLOGIA
16825,FISIOTERAPIA
16826,FARMACIA
16827,ODONTOLOGIA
16828,CIENCIAS BIOLOGICAS
16829,ADMINISTRACAO
16830,CIENCIAS CONTABEIS
16834,MEDICINA VETERINARIA
18471,ARQUITETURA E URBANISMO
18472,MEDICINA
18473,ENFERMAGEM
20178,SISTEMAS DE INFORMACAO
20874,LETRAS   PORTUGUES E ESPANHOL
46183,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
63828,REDES DE COMPUTADORES
66080,DIREITO
71466,JORNALISMO
71469,GESTAO COMERCIAL
71593,DESIGN DE MODA
72818,RADIOLOGIA
73072,GESTAO DE RECURSOS HUMANOS
73084,EDUCACAO FISICA
73090,DESIGN DE INTERIORES
75096,NUTRICAO
75099,AGRONOMIA
87356,SEGURANCA NO TRABALHO
87358,GASTRONOMIA
96134,ADMINISTRACAO
101253,ENGENHARIA AMBIENTAL
101257,PILOTAGEM PROFISSIONAL DE AERONAVES
113750,ENGENHARIA DE PRODUCAO
115058,ESTETICA E COSMETICA
118380,EDUCACAO FISICA
1106707,ENGENHARIA CIVIL
1116939,ENGENHARIA ELETRICA
1120548,SERVICO SOCIAL
1265889,FOTOGRAFIA
1266092,ENGENHARIA MECANICA
1266093,ENGENHARIA DE COMPUTACAO
1365187,BIOMEDICINA
1404129,CIENCIAS AERONAUTICAS
5001245,CIENCIAS BIOLOGICAS
16859,ADMINISTRACAO
16860,DIREITO
49045,CIENCIAS CONTABEIS
49094,AGRONOMIA
56912,PEDAGOGIA
108694,ENGENHARIA CIVIL
1117810,ENGENHARIA DE PRODUCAO
1117811,CIENCIAS DA COMPUTACAO
1205640,ENGENHARIA MECANICA
1280518,ENGENHARIA DE COMPUTACAO
1280519,ENGENHARIA DE CONTROLE E AUTOMACAO
1280520,ENGENHARIA ELETRICA
1303468,ARQUITETURA E URBANISMO
66893,PEDAGOGIA
16884,CIENCIAS CONTABEIS
16885,DIREITO
49065,ADMINISTRACAO
49069,ENGENHARIA FLORESTAL
68951,ENGENHARIA CIVIL
95912,ENFERMAGEM
16888,MATEMATICA
16891,CIENCIAS ECONOMICAS
16892,CIENCIAS CONTABEIS
16895,FISICA
16896,QUIMICA
16897,CIENCIAS BIOLOGICAS
16898,GEOGRAFIA
16899,DIREITO
16901,ENGENHARIA CIVIL
16902,PEDAGOGIA
16903,AGRONOMIA
16904,MEDICINA
16905,SECRETARIADO EXECUTIVO
22532,LETRAS   PORTUGUES
22533,LETRAS   PORTUGUES E FRANCES
22534,COMUNICACAO SOCIAL   JORNALISMO
31229,LETRAS   PORTUGUES E INGLES
31230,LETRAS   PORTUGUES E ESPANHOL
68225,LICENCIATURA INTERCULTURAL   CIENCIAS DA NATUREZA
68226,LICENCIATURA INTERCULTURAL   CIENCIAS SOCIAIS
68228,LICENCIATURA INTERCULTURAL   COMUNICACAO E ARTES
69747,CIENCIAS SOCIAIS
97021,ZOOTECNIA
97073,ARQUITETURA E URBANISMO
98305,CIENCIA DA COMPUTACAO
101121,PSICOLOGIA
101338,RELACÕES INTERNACIONAIS
118061,GEOLOGIA
118064,GEOGRAFIA
118174,ADMINISTRACAO
118564,MATEMATICA
118566,CIENCIAS BIOLOGICAS
118568,HISTORIA
1129168,ENGENHARIA ELETRICA
1155347,ANTROPOLOGIA
1156313,ARTES VISUAIS
1161609,ENFERMAGEM
1184530,INFORMATICA
1185309,MATEMATICA
1185527,AGROECOLOGIA
1186099,MEDICINA VETERINARIA
1186175,GESTAO EM SAUDE COLETIVA INDIGENA
1186297,EDUCACAO DO CAMPO   CIENCIAS DA NATUREZA E MATEMATICA
1186746,EDUCACAO DO CAMPO   CIENCIAS HUMANAS E SOCIAIS
1188214,GESTAO TERRITORIAL INDIGENA
1259131,MUSICA
1276467,LETRAS   LIBRAS
5001023,ABI   LICENCIATURA INTERCULTURAL
16929,ENFERMAGEM
1317634,MEDICINA
17563,ADMINISTRACAO
18166,ODONTOLOGIA
18250,CIENCIA DA COMPUTACAO
19598,DIREITO
39425,CIENCIAS CONTABEIS
55332,SISTEMAS DE INFORMACAO
55334,NUTRICAO
62191,FARMACIA
63942,CIENCIAS BIOLOGICAS
74092,FISIOTERAPIA
92284,ENFERMAGEM
